,index,question,response,answer,output,conv_actual_answer,conv_predicted_answer,f1_score,exact
967,967,Who won the bronze medal in 2013 for the 200 m?,"Decompose to subquestions- 
sq1. What are the relevant rows in the table for the year 2013?
sq2. From the relevant rows, did Jonathan Permal win a bronze medal in the 200 m event in 2013?
sq3. If so, what is the position and confirmation that it is a bronze medal?

Answers: 
Answer to sq1: The relevant rows for 2013 are:
- 2013 | African Junior Championships | Bambous, Mauritius | 2nd | 200 m | 21.26
- 2013 | Jeux de la Francophonie | Nice, France | 3rd | 200 m | 21.35
Answer to sq2: Yes, Jonathan Permal won a bronze medal for the 200 m event in 2013, specifically at the Jeux de la Francophonie.
Answer to sq3: Position is 3rd, confirming the bronze medal win.

Final answer: Jonathan Permal won the bronze medal for the 200 m at the Jeux de la Francophonie in 2013.","At the 2013 Jeux de la Francophonie, Jonathan Permal won a bronze medal in the 200 m.","Jonathan Permal 
","at the 2013 jeux de la francophonie, jonathan permal won a bronze medal in the 200 m",jonathan permal,25.0,0.0
968,968,Which Kannada films has Pranathi appeared in?,"Decompose to subquestions-  
sq1. What films did Pranathi appear in that are labeled as Kannada? (independent)  
sq2. Extract the names of the Kannada films from the relevant rows. (depends on sq1)  

answers:  
Answer to sq1: The relevant row is:  
2005 | Santosha | Ramya | Kannada | -  
Answer to sq2: The Kannada film is Santosha.  

final_answer: Santosha.","In 2005, Pranathi appeared in a Kannada film titled Santosha.","Santosha 
","in 2005, pranathi appeared in a kannada film titled santosha",santosha,20.0,0.0
969,969,"While Clough played with Middlesbrough, how many seasons did he score 40 or more goals and what were his total appearances and goals?","Decompose to subquestions-  
sq1. What seasons did Brian Clough score 40 or more goals while playing with Middlesbrough? (independent)  
sq2. What were the total appearances and total goals in those seasons? (depends on sq1)  

Answers:  
Answer to sq1: Brian Clough scored 40 or more goals in the following seasons with Middlesbrough:  
- 1956–57: 38 goals  
- 1957–58: 40 goals  
- 1958–59: 43 goals  

Answer to sq2:  
- Total appearances: 41 (1956–57) + 40 (1957–58) + 42 (1958–59) = 123  
- Total goals: 38 (1956–57) + 40 (1957–58) + 43 (1958–59) = 121  

Final answer: 3 seasons, Total appearances: 123, Total goals: 121.","Brian Clough scored 204 goals in 222 league matches, including 40 or more goals in four consecutive seasons for Middlesbrough.","3, 123, 121 
","brian clough scored 204 goals in 222 league matches, including 40 or more goals in 4 consecutive seasons for middlesbrough","3, 123, 121",0.0,0.0
970,970,How many appearances did Hamid make for D.C. United in his career?,"Decompose to subquestions- 
- sq1. What are the total appearances Hamid made for D.C. United during his career? (independent)

answers: 
- Answer to sq1: Hamid made a total of 184 appearances for D.C. United.

final_answer: 184 appearances.","Hamid made 184 total appearances for D.C. United from 2009 to 2017, and made an additional 12 appearances for D.C. United on loan in 2018.","184 
","hamid made 184 total appearances for d.c. united from 2009 to 2017, and made an additional 12 appearances for d.c. united on loan in 2018",184,7.999999999999999,0.0
971,971,What films did Kate Rockwell appear in 2015 and what roles did she play?,"Decompose to subquestions-  
sq1. Identify the rows that contain information about Kate Rockwell's theatre credits in 2015. (independent)  
sq2. What titles and roles did she play in 2015? (depends on sq1)  

answers:  
Answer to sq1: The relevant row is:  
2015 | Beauty and the Beast | Belle | The Muny | Matt Lenz | -  

Answer to sq2: Title: Beauty and the Beast, Role: Belle  

final_answer: Beauty and the Beast, Belle.","In 2015, Kate Rockwell starred as Belle in Beauty and the Beast at The Muny.","Beauty and the Beast, Belle 
","in 2015, kate rockwell starred as belle in beauty and the beast at the muny","beauty and the beast, belle",47.05882352941176,0.0
972,972,How many games did Solvoll  play in the year 2011?,"Decompose to subquestions-
- sq1. What is the row for Thomas Solvoll's statistics in the year 2011?
- sq2. How many total apps did Solvoll have in 2011? (depends on sq1)

Answers:
- Answer to sq1: The row for 2011 is: Hønefoss BK | 2011 | Adeccoligaen | 0 | 0 | 1 | 0 | 1 | 0
- Answer to sq2: In 2011, Solvoll played a total of 1 game.

Final answer: 1 game.",Solvoll played 166 games for Hønefoss before leaving in 2011.,"1 
",solvoll played 166 games for hønefoss before leaving in 2011,1,0.0,0.0
973,973,What characters on what shows did Robinson play in 2009?,"Decompose to subquestions-
  
sq1. What shows did Vinette Robinson appear in during 2009? (independent)  
sq2. What characters did she play on those shows? (depends on sq1)  

answers: |
  Answer to sq1: The shows are Hope Springs and Waterloo Road.  
  Answer to sq2: She played Josie Porritt in Hope Springs and Helen Hopewell in Waterloo Road.  

final_answer: Hope Springs (Josie Porritt), Waterloo Road (Helen Hopewell).","In 2009, Vinette Robinson played Josie Porritt in Hope Springs and Helen Hopewell in eight episodes of Waterloo Road's fifth series.","Hope Springs (Josie Porritt), Waterloo Road (Helen Hopewell) 
","in 2009, vinette robinson played josie porritt in hope springs and helen hopewell in 8 episodes of waterloo road's fifth series","hope springs (josie porritt), waterloo road (helen hopewell)",48.275862068965516,0.0
974,974,"In terms of majority of votes and total number of votes, how did Douglas Johnson and John MacCormick comparatively perform in the 1948 Paisley by-election?","Decompose to subquestions-  
sq1. What was the majority of votes in the 1948 Paisley by-election? (independent)  
sq2. What were the total number of votes received by Douglas Johnston? (independent)  
sq3. What were the total number of votes received by John MacCormick? (independent)  
sq4. Compare the performance of Douglas Johnston and John MacCormick in terms of majority of votes and total number of votes. (depends on sq1, sq2, sq3)  

answers:  
Answer to sq1: Majority of votes was 6,545.  
Answer to sq2: Douglas Johnston received 27,213 votes.  
Answer to sq3: John MacCormick received 20,668 votes.  
Answer to sq4: Douglas Johnston outperformed John MacCormick with a majority of 6,545 votes and a total of 27,213 votes compared to MacCormick’s 20,668 votes.

final_answer: Douglas Johnston had a majority of 6,545 votes and 27,213 total votes, while John MacCormick had 20,668 total votes.","The 1948 Paisley by-election was a fight between Douglas Johnston, representing Labour, and John MacCormick, who was a nationalist candidate, with Johnston emerging the winner by 6,545 votes: Johnston received 27,213 votes to McCormick's 20,668.","Douglas Johnston: 6,545 majority, 27,213 total votes. John MacCormick: 20,668 total votes. 
","the 1948 paisley by-election was a fight between douglas johnston, representing labour, and john maccormick, who was a nationalist candidate, with johnston emerging the winner by 6,545 votes: johnston received 27,213 votes to mccormick's 20,668","douglas johnston: 6,545 majority, 27,213 total votes. john maccormick: 20,668 total votes",41.86046511627908,0.0
975,975,"When did Jace Norman star in Splitting Adam, Rufus and its sequel?","Decompose to subquestions-  
sq1. What year did Jace Norman star in Splitting Adam? (independent)  
sq2. What year did Jace Norman star in Rufus? (independent)  
sq3. What year did Jace Norman star in Rufus 2? (independent)  

answers:  
Answer to sq1: 2015  
Answer to sq2: 2016  
Answer to sq3: 2017  

final_answer: 2015, 2016, 2017  ","Jace Norman starred in Splitting Adam in 2015, Rufus in 2016 and a sequel to the latter, Rufus 2 in 2017.","2015, 2016, 2017 
","jace norman starred in splitting adam in 2015, rufus in 2016 and a sequel to the latter, rufus 2 in 2017","2015, 2016, 2017",27.27272727272727,0.0
976,976,What awards and competitions did Leslie Djhone qualify for in 2011?,"Decompose to subquestions:
- sq1. Identify the rows that contain information about Leslie Djhone's results in 2011. (independent)
- sq2. Extract the competitions from the relevant rows. (depends on sq1)
- sq3. Extract the awards or positions from the relevant rows. (depends on sq1)
- sq4. Combine the extracted competitions and their corresponding awards or positions into a final answer. (depends on sq2, sq3)

Answers:
- Answer to sq1: The relevant rows are:
  - 2011 | European Indoor Championships | Paris, France | 1st | 400 m | 45.54
  - 2011 | European Indoor Championships | Paris, France | 1st | 4 × 400 m relay | 3:06.17
- Answer to sq2: 
  - European Indoor Championships for 400 m
  - European Indoor Championships for 4 × 400 m relay
- Answer to sq3:
  - 1st for 400 m
  - 1st for 4 × 400 m relay
- Answer to sq4: In 2011, Leslie Djhone qualified for the European Indoor Championships, winning 1st in both the 400 m and the 4 × 400 m relay.

Final Answer: European Indoor Championships, 1st in 400 m and 4 × 400 m relay.","In 2011, Leslie Djhone won the 400 m (in a time of 45.54) and the 4 × 400 m relay gold medals at the 2011 European Indoor Championships.","European Indoor Championships, 1st in 400 m and 4 × 400 m relay 
","in 2011, leslie djh1 won the 400 m (in a time of 45.54) and the 4 × 400 m relay gold medals at the 2011 european indoor championships","european indoor championships, 1 in 400 m and 4 × 400 m relay",64.86486486486487,0.0
977,977,What role started Darren Criss's career in 2009?,"Decompose to subquestions- 
sq1. What role did Darren Criss play in 2009? (independent)
sq2. In which title did he play this role? (depends on sq1)

answers: 
Answer to sq1: Josh Burton.
Answer to sq2: Eastwick.

final_answer: Josh Burton in Eastwick.",Criss started his television career with a five-episode arc playing the character of Josh Burton on Eastwick in 2009.,"Josh Burton 
",criss started his television career with a 5-episode arc playing the character of josh burton on eastwick in 2009,josh burton,21.052631578947366,0.0
978,978,Did Patricia Hodge win or become nominated for the Olivier Awards?,"Decompose to subquestions-
  
  sq1. What are the results of Patricia Hodge's entries for the Olivier Awards? (independent)
  sq2. Did Patricia Hodge win or get nominated for the Olivier Awards? (depends on sq1)

answers: |
  Answer to sq1: The entries for the Olivier Awards are:
    - 1981 | Olivier Award for Best Actress in a Musical | The Mitford Girls | Nominated
    - 1990 | Olivier Award for Best Actress in a Musical | Noel and Gertie | Nominated
    - 2000 | Olivier Award for Best Supporting Actress | Money | Won
  Answer to sq2: Patricia Hodge was nominated twice and won once for the Olivier Awards.

final_answer: Nominated twice and won once for the Olivier Awards.","Patricia Hodge received two Olivier Award nominations for Best Actress in a Musical in 1981 and 1990, before winning the 2000 Olivier Award for Best Supporting Actress.","Nominated twice and won once. 
","patricia hodge received 2 olivier award nominations for best actress in a musical in 1981 and 1990, before winning the 2000 olivier award for best supporting actress",nominated twice and won once,6.666666666666667,0.0
979,979,Which 1958 films did Akkoo direct?,"Decompose to subquestions-  
sq1. What films were directed by Akkoo in 1958? (independent)  
sq2. List the titles of the films that Akkoo directed. (depends on sq1)  

answers:  
Answer to sq1: The relevant row is:  
- Al Hilal | Akkoo | Mahipal, Shakila, Hiralal, Sheikh, Ruby Myers | Action Drama Costume | Music: Bulo C Rani Lyrics: Shewan Rizvi  
Answer to sq2: Al Hilal  

final_answer: Al Hilal.",Bollywood's Akkoo directed both Al Hilal and Bhola Shikaar in 1958.,"Al Hilal 
",bollywood's akkoo directed both al hilal and bhola shikaar in 1958,al hilal,30.76923076923077,0.0
980,980,What is the results of European Parliamentary Elections in election year 2014?,"Decompose to subquestions-
- sq1. What are the overall votes received by Fidesz in the election year 2014? (independent)
- sq2. What is the percentage of the overall vote that Fidesz received in the election year 2014? (depends on sq1)
- sq3. How many overall seats did Fidesz win in the election year 2014? (independent)
- sq4. What was the change in the number of seats won by Fidesz compared to the previous election? (independent)
- sq5. Are there any notes regarding the results of the election in 2014? (independent)

Answers-
- Answer to sq1: 1,193,991 overall votes
- Answer to sq2: 51.48% of the overall vote
- Answer to sq3: 11 overall seats won
- Answer to sq4: Fidesz had a decrease of 2 seats
- Answer to sq5: No notes

Final_answer: In the 2014 European Parliamentary Elections, Fidesz received 1,193,991 votes (51.48%), won 11 seats, and had a change of -2 seats.","In the 2004 European Parliamentary Elections, Fidesz won 47.4% of the 1,457,750 overall votes, and 12 of its candidates were elected as Members of the European Parliament.","1,193,991 votes, 51.48%, 11 seats, -2 seats 
","in the 2004 european parliamentary elections, fidesz won 47.4% of the 1,457,750 overall votes, and 12 of its candidates were elected as members of the european parliament","1,193,991 votes, 51.48%, 11 seats, -2 seats",6.451612903225806,0.0
