,Unnamed: 0,index,question,response,answer,output,conv_actual_answer,conv_predicted_answer,f1_score,exact
821,821,821,Did Ruth B win any Artist of the Year awards?,"evidence: |
  The relevant rows indicate Ruth B's nominations and wins for the Artist of the Year award:
  Year | Award | Category | Work | Result
  2018 | Juno Awards | Artist of the Year | Herself | Nominated
answer: |
  No, Ruth B did not win any Artist of the Year awards; she was nominated for the Juno Awards in 2018 but did not win.","Ruth B. won Breakthrough Artist of the Year at the 2017 Juno Awards, and was nominated at the 2017 Western Canadian Music Awards for Pop Artist of the Year and at the 2018 Juno Awards for Artist of the Year. ","No 
","ruth b. won breakthrough artist of the year at the 2017 juno awards, and was nominated at the 2017 western canadian music awards for pop artist of the year and at the 2018 juno awards for artist of the year",no,0.0,0.0
822,822,822,What role did Callan Mulvey play in Captain America and in what year was the movie released?,"evidence: |
  The relevant row contains information about Callan Mulvey's role in Captain America: The Winter Soldier:
  Year | Title | Role | Notes
  2014 | Captain America: The Winter Soldier | Jack Rollins | -
answer: |
  In 2014, Callan Mulvey played the role of Jack Rollins in Captain America: The Winter Soldier.","In 2014, Callan Mulvey appeared in Captain America: The Winter Soldier as Jack Rollins.","Jack Rollins, 2014 
","in 2014, callan mulvey appeared in captain america: the winter soldier as jack rollins","jack rollins, 2014",37.5,0.0
823,823,823,What role did Penn Badgley have in the 2002 film Do Over?,"evidence: |
  The relevant row contains information about Penn Badgley's role in the 2002 film Do Over:
  Year | Title | Role | Notes
  2002 | Do Over | Joel Larsen | Main role
answer: |
  In the 2002 film Do Over, Penn Badgley played the role of Joel Larsen.","In 2002, Penn Badgley starred in Do Over as Joel Larsen.","Joel Larsen 
","in 2002, penn badgley starred in do over as joel larsen",joel larsen,30.76923076923077,0.0
824,824,824,When and at which theatre did Patti Murin first play Princess Anna in an on Broadway production of Frozen?,"evidence: |
  The relevant row contains information about Patti Murin's role as Princess Anna in Frozen:
  Year(s) | Production | Role | Location | Category
  2018 | Frozen | Princess Anna | St. James Theatre | Broadway
answer: |
  Patti Murin first played Princess Anna in an on Broadway production of Frozen in 2018 at the St. James Theatre.","Murin played Princess Anna in Frozen, which opened on Broadway at the St. James Theatre in 2018.","2018, St. James Theatre 
","murin played princess anna in frozen, which opened on broadway at the st. james theatre in 2018","2018, st. james theatre",40.0,0.0
825,825,825,What competitions did Olga Kaniskina win the gold medal?,"evidence: |
  The relevant rows contain information about Olga Kaniskina's gold medal wins:
  Year | Competition | Venue | Position | Event | Notes
  2007 | World Championships | Osaka, Japan | 1st | 20 km | 1:30:09
  2008 | World Race Walking Cup | Cheboksary, Russia | 1st | 20 km | 1:25:42 CR
  2008 | Olympic Games | Beijing, China | 1st | 20 km | 1:26:31 OR
answer: |
  Olga Kaniskina won gold medals at the 2007 World Championships, the 2008 World Race Walking Cup, and the 2008 Olympic Games.","Olga Kaniskina won the the gold medal at the 2007 World Championships, and the 2008 World Race Walking Cup and the 2008 Beijing Olympics.","['World Championships', 'World Race Walking Cup', 'Olympic Games'] 
","olga kaniskina won the the gold medal at the 2007 world championships, and the 2008 world race walking cup and the 2008 beijing olympics","['world championships', 'world race walking cup', 'olympic games']",44.444444444444436,0.0
826,826,826,"What albums have Muph & Plutonic released, and in which years?","evidence: |
  The relevant rows contain information about the albums released by Muph & Plutonic:
  Artist | Album title | Release date | Label
  Muph & Plutonic | Hunger Pains | 2004 | Obese
  Muph & Plutonic | ...And Then Tomorrow Came | 2008 | Obese
answer: |
  Muph & Plutonic released ""Hunger Pains"" in 2004 and ""...And Then Tomorrow Came"" in 2008.","Muph & Plutonic have released three albums to date: Hunger Pains (2004), Silence the Sirens (2006) and And Then Tomorrow Came (2008).","""Hunger Pains"" (2004), ""...And Then Tomorrow Came"" (2008) 
",muph & plutonic have released 3 albums to date: hunger pains,"hunger pains (2004), ...and then tomorrow came (2008)",22.222222222222225,0.0
827,827,827,What did Deschanel play in 1983?,"evidence: |
  The relevant row contains information about Mary Jo Deschanel's role in 1983:
  Year | Title | Role | Notes
  1983 | The Right Stuff | Annie Glenn | -
answer: |
  In 1983, Mary Jo Deschanel played the role of Annie Glenn in ""The Right Stuff.""","In 1983, Deschanel played Annie Glenn in the movie, The Right Stuff.","Annie Glenn 
","in 1983, deschanel played annie glenn in the movie, the right stuff",annie glenn,33.333333333333336,0.0
828,828,828,What were the three most recent radio stations which Abhilash Thapliyal worked on?,"evidence: |
  The relevant rows contain information on Abhilash Thapliyal's most recent roles in radio:
  Year | Title | Role
  2010-2015 | Fever 104 FM | Dilli ke Do Dabangg(Radio Jockey)
  2016-2017 | Red FM 93.5 | Jockey
answer: |
  The three most recent radio stations where Abhilash Thapliyal worked are Fever 104 FM, Red FM 93.5, and prior to those, UTV as a voice actor from 2008 to 2010.","Abhilash Thapliyal worked with 94.3 Radio One, Fever 104 FM and 93.5 Red FM.","Fever 104 FM, Red FM 93.5, UTV 
","abhilash thapliyal worked with 94.3 radio 1, fever 104 fm and 93.5 red fm","fever 104 fm, red fm 93.5, utv",57.14285714285714,0.0
829,829,829,What awards did Bramanyto win with Brownies and when was that?,"evidence: |
  The relevant rows contain information about Hanung Bramantyo's wins at the 2005 Indonesian Film Festival for Brownies:
  Award | Year | Category | Recipient | Result
  Indonesian Film Festival | 2005 | Best Director | Hanung Bramantyo | Won

answer: |
  In 2005, Hanung Bramantyo won Best Director at the Indonesian Film Festival for Brownies.","At the 2005 Indonesian Film Festival, Bramantyo won a Award for Best Director with Brownies.","Best Director, 2005 
","at the 2005 ind1sian film festival, bramantyo won a award for best director with brownies","best director, 2005",37.5,0.0
830,830,830,What year did Lucie Jones appear in Like Me and which role did she play?,"evidence: |
  The relevant row contains information about Lucie Jones's role in Like Me:
  Year | Title | Role
  2015 | Like Me | Emma
answer: |
  In 2015, Lucie Jones appeared in Like Me as the role of Emma.","In 2015, Lucie Jones played the role of Emma in Like Me.","2015, Emma 
","in 2015, lucie j1s played the role of ea in like me","2015, ea",30.76923076923077,0.0
831,831,831,How many seats did New Patriotic Party win in the election?,"evidence: |
  The relevant row contains information about the New Patriotic Party's performance in the election:
  Party | Votes | % | Seats | +-
  New Patriotic Party | 4,212,844 | 49.04 | 128 | +28
answer: |
  The New Patriotic Party won 128 seats in the 2004 Ghanaian general election.",New Patriotic Party won 128 of the 230 parliamentary seats in the 2004 Ghanaian general election.,"128
",new patriotic party won 128 of the 230 parliamentary seats in the 2004 ghanaian general election,128,13.333333333333334,0.0
832,832,832,What roles did Corey Stoll play in the film Dark Places(2015) and the film Ant-Man(2015)?,"evidence: |
  The relevant rows contain information about Corey Stoll's roles in the films released in 2015:
  Year | Film | Role | Director | Notes
  2015 | Dark Places | Ben Day | Gilles Paquet-Brenner | -
  2015 | Ant-Man | Darren Cross / Yellowjacket | Peyton Reed | -
answer: |
  In the film Dark Places (2015), Corey Stoll played the role of Ben Day, and in the film Ant-Man (2015), he played the role of Darren Cross / Yellowjacket.","In 2015, Stoll played Ben Day in the film Dark Places, and Darren Cross or Yellowjacket in the film Ant-Man.","Ben Day, Darren Cross / Yellowjacket 
","in 2015, stoll played ben day in the film dark places, and darren cross or yellowjacket in the film ant-man","ben day, darren cross / yellowjacket",43.47826086956522,0.0
833,833,833,Which categories were Nolwenn Leroy nominated for at the 2014 World Music Awards?,"evidence: |
  The relevant rows containing information about Nolwenn Leroy's nominations at the 2014 World Music Awards are:
  Year | Award | Category | Result
  2014 | World Music Awards | World's Best Album for Bretonne | Nominated
  2014 | World Music Awards | World's Best Entertainer | Nominated
  2014 | World Music Awards | World's Best Female Artist | Nominated
  2014 | World Music Awards | World's Best Live Act | Nominated
answer: |
  Nolwenn Leroy was nominated for the following categories at the 2014 World Music Awards: World's Best Album for Bretonne, World's Best Entertainer, World's Best Female Artist, and World's Best Live Act.","In 2014, Nolwenn Leroy was nominated at the World Music Awards, in four categories: World's Best Album (Bretonne), World's Best Entertainer, World's Best Female Artist, and World's Best Live Act.","World's Best Album for Bretonne, World's Best Entertainer, World's Best Female Artist, World's Best Live Act 
","in 2014, nolwenn leroy was nominated at the world music awards, in 4 categories: world's best album (bretonne), world's best entertainer, world's best female artist, and world's best live act","world's best album for bretonne, world's best entertainer, world's best female artist, world's best live act",66.66666666666667,0.0
834,834,834,"What roles and in which shows did Chyler Leigh play in 2001, 2007-2012 and 2015-present?","evidence: |
  The relevant rows contain information about Chyler Leigh's roles in the specified years:
  Year | Title | Role | Notes
  2001 | Not Another Teen Movie | Janey Briggs | Film
  2007–2012 | Grey's Anatomy | Dr. Lexie Grey | Guest role (season 3); main role (seasons 4–8)
  2015–present | Supergirl | Alex Danvers | Main role
answer: |
  In 2001, Chyler Leigh played Janey Briggs in Not Another Teen Movie. From 2007 to 2012, she played Dr. Lexie Grey in Grey's Anatomy. Since 2015, she has played Alex Danvers in Supergirl.","Chyler Leigh is known for portraying Janey Briggs in the film Not Another Teen Movie (2001), Lexie Grey in Grey's Anatomy (2007–2012), and Alex Danvers in Supergirl (2015–present).","Janey Briggs, Dr. Lexie Grey, Alex Danvers 
",chyler leigh is known for portraying janey briggs in the film not another teen movie,"janey briggs, dr. lexie grey, alex danvers",19.047619047619047,0.0
835,835,835,What did Dev Patel portray during 2012-2014?,"evidence: |
  The relevant row contains information about Dev Patel's role during 2012-2014:
  Year | Title | Role | Notes
  2012–2014 | The Newsroom | Neal Sampat | 22 episodes
answer: |
  During 2012-2014, Dev Patel portrayed the character Neal Sampat in The Newsroom.",Dev Patel portrayed Neal Sampat on the television series The Newsroom (2012–2014).,"Neal Sampat 
",dev patel portrayed neal sampat on the television series the newsroom,neal sampat,36.36363636363636,0.0
836,836,836,What were Sarah Drew's longest-running roles?,"evidence: |
  The relevant rows contain information about Sarah Drew's longest-running roles:
  Year | Title | Role | Notes
  2004–2006 | Everwood | Hannah Rogers | Main role (38 episodes)
  2009–2018 | Grey's Anatomy | Dr. April Kepner | Recurring (Season 6) Main Cast (Season 7-14): 202 episodes
answer: |
  Sarah Drew's longest-running roles were as Hannah Rogers in Everwood from 2004 to 2006 and as Dr. April Kepner in Grey's Anatomy from 2009 to 2018.","Sarah Drew appeared as Hannah Rogers in Everwood from 2004 to 2006 for 38 episodes, and starred as Dr. April Kepner in Grey's Anatomy from 2009 to 2018 for 202 episodes.","Hannah Rogers, Dr. April Kepner 
","sarah drew appeared as hannah rogers in everwood from 2004 to 2006 for 38 episodes, and starred as dr. april kepner in grey's anatomy from 2009 to 2018 for 202 episodes","hannah rogers, dr. april kepner",27.777777777777775,0.0
837,837,837,When and in which productions did Susan Tyrrell originally grace the stages of the Cherry Lane Theatre and The American Place Theatre?,"evidence: |
    The relevant rows contain information about Susan Tyrrell's performances:
    Year | Title | Role | Notes
    1967 | The Rimers of Eldritch | Patsy Johnson | Cherry Lane Theatre
    1979 | Father's Day | Louise | The American Place Theatre
answer: |
    Susan Tyrrell originally graced the Cherry Lane Theatre in 1967 in the production ""The Rimers of Eldritch"" and The American Place Theatre in 1979 in the production ""Father's Day.""",Tyrrell appeared in the 1967 The Rimers of Eldritch at the Cherry Lane Theatre and a 1979 production of Father's Day at The American Place Theatre.,"1967, ""The Rimers of Eldritch"", 1979, ""Father's Day"" 
",tyrrell appeared in the 1967 the rimers of eldritch at the cherry lane theatre and a 1979 production of father's day at the american place theatre,"1967, the rimers of eldritch, 1979, father's day",50.0,0.0
