Unnamed: 0.1,Unnamed: 0,index,question,response,answer,extracted_code,output,conv_actual_answer,conv_predicted_answer,f1_score,exact
430,430,430,"as of december 31 , 2010 what was the ratio of the restricted cash and restricted marketable securities to the allowance for doubtful accounts","```python
# 1. What was the balance of restricted cash and restricted marketable securities at end of year 2010?
restricted_assets_2010 = 50.9  # in millions (independent, support=[balance at end of year | $ 50.9 | $ 55.2 | $ 65.7])
# 2. What was the balance of the allowance for doubtful accounts at end of year 2010?
doubtful_accounts_2010 = 50.9  # in millions (independent, support=[balance at end of year | $ 50.9 | $ 55.2 | $ 65.7])
# 3. What is the ratio of restricted cash and restricted marketable securities to the allowance for doubtful accounts as of December 31, 2010?
ratio_2010 = restricted_assets_2010 / doubtful_accounts_2010
print(ratio_2010)
#DONE
```",3.39,2,"1.0
",3.39,1.0,0.0,0.0
431,431,431,what percent of the total amount outstanding is due to notes payable due at mutually agreed-upon dates within one year of issuance or on demand?,"```python
# 1. What is the total amount outstanding as of May 31, 2009? (independent, support=[outstanding as of may 31 2009 ( in millions )])
total_outstanding = 342.9 + 78.5  # notes payable + payable to sojitz america
# 2. What is the amount outstanding for notes payable due at mutually agreed-upon dates within one year of issuance or on demand? (independent, support=[outstanding as of may 31 2009 ( in millions )])
notes_payable = 342.9
# 3. What percent of the total amount outstanding is due to notes payable due at mutually agreed-upon dates within one year of issuance or on demand? (depends on 1 and 2, support=[])
percent_notes_payable = (notes_payable / total_outstanding) * 100
print(percent_notes_payable)
#DONE
```",81%,2,"81.37161841480778
",0.81,0.81,100.0,100.0
432,432,432,what was the percentage change in lending-related commitments from 2011 to 2012?,"```python
# 1. What were the lending-related commitments in 2011?
lending_commitments_2011 = 382739  # in millions (independent, support=[total wholesale credit exposure | $ 846628 | $ 775693 | $ 2139 | $ 3743, lending-related commitments | 434814 | 382739 | 355 | 865])

# 2. What were the lending-related commitments in 2012?
lending_commitments_2012 = 434814  # in millions (independent, support=[total wholesale credit exposure | $ 846628 | $ 775693 | $ 2139 | $ 3743, lending-related commitments | 434814 | 382739 | 355 | 865])

# 3. Calculate the percentage change in lending-related commitments from 2011 to 2012
percentage_change = ((lending_commitments_2012 - lending_commitments_2011) / lending_commitments_2011) * 100
print(percentage_change)
#DONE
```",14%,2,"13.605877634628296
",0.14,13.605877634628296,0.0,0.0
433,433,433,in 2013 what percentage of gcla is in non-u.s . dollar denominated assets?,"```python
# 1. What is the total GCLA in non-U.S. dollar-denominated assets in 2013? (independent, support=[$ in millions | average for theyear ended december 2014 | average for theyear ended december 2013])
gcla_non_usd_assets_2013 = 45826
# 2. What is the total GCLA in 2013? (independent, support=[$ in millions | average for theyear ended december 2014 | average for theyear ended december 2013])
total_gcla_2013 = 182650
# 3. What is the percentage of GCLA in non-U.S. dollar-denominated assets in 2013? (depends on 1 and 2, support=[])
percentage_gcla_non_usd_assets_2013 = (gcla_non_usd_assets_2013 / total_gcla_2013) * 100
print(percentage_gcla_non_usd_assets_2013)
#DONE
```",25%,2,"25.089515466739666
",0.25,0.25,100.0,100.0
434,434,434,what portion of the ati 7.25% ( 7.25 % ) notes was paid off during 2006?,"```python
# 1. What was the outstanding amount of ati 7.25% notes in 2006? (independent, support=[as of december 31 , 2006 and 2005 , the company had $ 325.1 million and $ 400.0 million outstanding under the ati 7.25% ( 7.25 % ) notes , respectively])
outstanding_amount_2006 = 325.1

# 2. What portion of the ati 7.25% notes was paid off during 2006? (independent, support=[outstanding amount of ati 7.25% notes in 2006])
portion_paid_off = 400 - outstanding_amount_2006

# 3. Calculate the percentage of the ati 7.25% notes paid off during 2006. (depends on 1 and 2, support=[])
percentage_paid_off = (portion_paid_off / 400) * 100

print(percentage_paid_off)
# DONE
```  ",-18.7%,2,"18.724999999999994
",-0.187,18.724999999999994,0.0,0.0
435,435,435,what was the difference in the cumulative total return for a o smith corp and the russell 1000 index for the five year period ended 12/31/10?,"```python
# 1. What was the cumulative total return for A O Smith Corp. on 12/31/10?
ao_smith_return_2010 = 178.8  # in dollars (independent, support=[company/index | baseperiod 12/31/05 | baseperiod 12/31/06 | baseperiod 12/31/07 | baseperiod 12/31/08 | baseperiod 12/31/09 | 12/31/10])

# 2. What was the cumulative total return for Russell 1000 Index on 12/31/10?
russell_1000_return_2010 = 113.6  # in dollars (independent, support=[company/index | baseperiod 12/31/05 | baseperiod 12/31/06 | baseperiod 12/31/07 | baseperiod 12/31/08 | baseperiod 12/31/09 | 12/31/10])

# 3. What was the difference in the cumulative total return for A O Smith Corp and the Russell 1000 Index on 12/31/10?
difference_return = ao_smith_return_2010 - russell_1000_return_2010
print(difference_return)
#DONE
```",65.2%,2,"65.20000000000002
",0.652,0.652,100.0,100.0
436,436,436,what is the net income per common share in 2008?,"```python
# 1. Calculate basic net income available for common shareholders in 2008
basic_net_income_2008 = 56616  # in thousands (independent, support=[basic net income available for common shareholders | $ 56616 | $ 217692 | $ 145095])
# 2. Calculate weighted average number of common shares and potential dilutive securities in 2008
weighted_avg_shares_2008 = 155041  # (independent, support=[weighted average number of common shares and potential dilutive securities | 155041 | 149614 | 149393])
# 3. Calculate net income per common share in 2008
net_income_per_share_2008 = basic_net_income_2008 / weighted_avg_shares_2008
print(net_income_per_share_2008)
#DONE
```",.385,2,"0.36516792332350795
",385.0,0.36516792332350795,0.0,0.0
437,437,437,what was entergy gulf states louisiana 2019s receivables from the money pool from 2008 to 2011 in millions,"```python
# 1. What were the receivables in 2008 in thousands? 
receivables_2008 = 11589  # in thousands (independent, support=[])
# 2. What were the receivables in 2011 in thousands?
receivables_2011 = 23596  # in thousands (independent, support=[])
# 3. Calculate the total receivables change from 2008 to 2011 in thousands
change_in_receivables = receivables_2011 - receivables_2008
# 4. Convert the total receivables change from thousands to millions
change_in_receivables_millions = change_in_receivables / 1000
print(change_in_receivables_millions)
#DONE
```",37079.75,2,"12.007
",37079.75,12.007,0.0,0.0
438,438,438,what percentage of total purchase commitments for energy are currently in 2006?,"```python
# 1. What is the total purchase commitments for energy in 2006? (independent, support=[2006 | $ 2408, 2007 | 1364, total | $ 3772])
purchase_commitments_2006 = 2408
# 2. What is the total purchase commitments for energy overall? (independent, support=[2006 | $ 2408, 2007 | 1364, total | $ 3772])
total_commitments = 3772
# 3. What percentage of total purchase commitments for energy are currently in 2006? (depends on 1 and 2, support=[])
percentage_2006 = (purchase_commitments_2006 / total_commitments) * 100
print(percentage_2006)
#DONE
```",64%,2,"63.83881230116649
",0.64,0.64,100.0,100.0
439,439,439,what is the roi in s&p500 if the investment was made at the end of 2005 and sold at the end of 2007?,"```python
# 1. What was the value of the S&P 500 at the end of 2005? (independent, support=[])
snp500_2005 = 149.70
# 2. What was the value of the S&P 500 at the end of 2007? (independent, support=[])
snp500_2007 = 182.87
# 3. Calculate the ROI in S&P 500 if the investment was made at the end of 2005 and sold at the end of 2007. (depends on 1 and 2, support=[])
roi_snp500 = ((snp500_2007 - snp500_2005) / snp500_2005) * 100
print(roi_snp500)
#DONE
```",22.2%,2,"22.157648630594533
",0.222,0.222,100.0,100.0
440,440,440,what was the increase in asset retirement obligations for closure of assets in the chemicals manufacturing process in 2006?,"```python
# 1. What was the asset retirement obligations for closure of assets before the application of SFAS No.158? (independent, support=[( millions ) balance sheet caption: before application of sfas no . 158 ( 1 ) | adjustments | after application of sfas no . 158])
aro_before = 480  # in millions
# 2. What was the asset retirement obligations for closure of assets after the application of SFAS No.158? (independent, support=[( millions ) balance sheet caption: before application of sfas no . 158 ( 1 ) | adjustments | after application of sfas no . 158])
aro_after = 985  # in millions
# 3. What was the increase in asset retirement obligations for closure of assets in 2006? (depends on 1 and 2, support=[])
increase_aro = aro_after - aro_before
print(increase_aro)
# DONE
```",111%,2,"505
",1.11,505.0,0.0,0.0
441,441,441,what was the percent of the change of the expected volatility from 2008 to 2009,"```python
# 1. What was the expected volatility in 2008?
expected_volatility_2008 = 28.2  # in percent (independent, support=[weighted-average fair value at grant date | $ 14.24 | $ 17.95 | $ 21.07, expected option life ( years ) | 4.6 | 5.1 | 4.8, expected volatility | 39.2% ( 39.2 % ) | 28.2% ( 28.2 % ) | 28.9% ( 28.9 % ), risk-free interest rate at grant date | 1.9% ( 1.9 % ) | 2.9% ( 2.9 % ) | 4.5% ( 4.5 % ), dividend yield | none | none | none])
# 2. What was the expected volatility in 2009?
expected_volatility_2009 = 39.2  # in percent (independent, support=[weighted-average fair value at grant date | $ 14.24 | $ 17.95 | $ 21.07, expected option life ( years ) | 4.6 | 5.1 | 4.8, expected volatility | 39.2% ( 39.2 % ) | 28.2% ( 28.2 % ) | 28.9% ( 28.9 % ), risk-free interest rate at grant date | 1.9% ( 1.9 % ) | 2.9% ( 2.9 % ) | 4.5% ( 4.5 % ), dividend yield | none | none | none])
# 3. What is the change in expected volatility from 2008 to 2009? (depends on 1 and 2, support=[])
change_in_expected_volatility = expected_volatility_2009 - expected_volatility_2008
ans = change_in_expected_volatility
print(ans)
#DONE
```",39%,2,"11.000000000000004
",0.39,11.000000000000004,0.0,0.0
442,442,442,"what is the total fair value of non-vested shares as of september 27 , 2008?","```python
# 1. What is the fair value of non-vested shares at september 27, 2008? (independent, support=[non-vested shares | number of shares | weighted-average grant-date fair value])
fair_value_sept27_2008 = 31.23

# 2. What is the number of shares of non-vested shares at september 27, 2008? (independent, support=[non-vested shares | number of shares | weighted-average grant-date fair value])
shares_sept27_2008 = 1461

# 3. What is the total fair value of non-vested shares as of september 27, 2008? (depends on 1 and 2, support=[])
total_fair_value_sept27_2008 = fair_value_sept27_2008 * shares_sept27_2008
print(total_fair_value_sept27_2008)
# DONE
```",45627.03,2,"45627.03
",45627.03,45627.03,100.0,100.0
443,443,443,in 2008 what was the change in the allowance for doubtful accounts,"```python
# 1. What was the allowance for doubtful accounts at the beginning of 2008?
allowance_beginning_2008 = 14.7  # in USD billions (independent, support=[balance at beginning of year | $ 55.2 | $ 65.7 | $ 14.7])
# 2. What were the additions charged to expense in 2008?
additions_expense_2008 = 36.5  # in USD billions (independent, support=[additions charged to expense | 23.6 | 27.3 | 36.5])
# 3. What were the accounts written-off in 2008?
accounts_written_off_2008 = -12.7  # in USD billions (independent, support=[accounts written-off | -27.9 ( 27.9 ) | -37.8 ( 37.8 ) | -12.7 ( 12.7)])
# 4. What were the acquisitions in 2008?
acquisitions_2008 = 27.2  # in USD billions (independent, support=[acquisitions | - | - | 27.2])
# 5. What was the change in the allowance for doubtful accounts in 2008?
change_allowance_2008 = (allowance_beginning_2008 + additions_expense_2008 + accounts_written_off_2008 + acquisitions_2008) - allowance_beginning_2008
print(change_allowance_2008)
#DONE
```",51,2,"51.0
",51.0,51.0,100.0,100.0
444,444,444,was was the total amount spent on stock repurchases in december 2012?,"```python
# 1. What was the average price paid per share in December 2012?
average_price_dec_2012 = 74.83  # in dollars (independent, support=[december 2012 | 102400 | $ 74.83 | 102400 | $ 1256.1])
# 2. What was the total number of shares purchased in December 2012?
total_shares_dec_2012 = 102400  # (independent, support=[december 2012 | 102400 | $ 74.83 | 102400 | $ 1256.1])
# 3. What was the total amount spent on stock repurchases in December 2012? (depends on 1 and 2, support=[])
total_amount_dec_2012 = average_price_dec_2012 * total_shares_dec_2012
print(total_amount_dec_2012)
#DONE
```",7662592,2,"7662592.0
",7662592.0,7662592.0,100.0,100.0
